location,date,vaccine,total_vaccinations
South Korea,10/04/2021,Oxford/AstraZeneca,919314
South Korea,10/04/2021,Pfizer/BioNTech,301092
South Korea,11/04/2021,Johnson&Johnson,7586
South Korea,11/04/2021,Moderna,5763
South Korea,11/04/2021,Oxford/AstraZeneca,919319
South Korea,11/04/2021,Pfizer/BioNTech,301401
South Korea,12/04/2021,Johnson&Johnson,8771
South Korea,12/04/2021,Moderna,5767
South Korea,12/04/2021,Oxford/AstraZeneca,926813
South Korea,12/04/2021,Pfizer/BioNTech,332266
South Korea,13/04/2021,Johnson&Johnson,9512
South Korea,13/04/2021,Moderna,5769
South Korea,13/04/2021,Oxford/AstraZeneca,939936
South Korea,13/04/2021,Pfizer/BioNTech,363576
South Korea,14/04/2021,Johnson&Johnson,9515
South Korea,14/04/2021,Moderna,5771
South Korea,14/04/2021,Oxford/AstraZeneca,954899
South Korea,14/04/2021,Pfizer/BioNTech,395227
South Korea,15/04/2021,Johnson&Johnson,9519
South Korea,15/04/2021,Moderna,5775
South Korea,15/04/2021,Oxford/AstraZeneca,975152
South Korea,15/04/2021,Pfizer/BioNTech,468800
South Korea,16/04/2021,Johnson&Johnson,9533
South Korea,16/04/2021,Moderna,5782
South Korea,16/04/2021,Oxford/AstraZeneca,1002291
South Korea,16/04/2021,Pfizer/BioNTech,545419
South Korea,17/04/2021,Johnson&Johnson,9535
South Korea,17/04/2021,Moderna,5786
South Korea,17/04/2021,Oxford/AstraZeneca,1003650
South Korea,17/04/2021,Pfizer/BioNTech,573509
South Korea,18/04/2021,Johnson&Johnson,9536
South Korea,18/04/2021,Moderna,5787
South Korea,18/04/2021,Oxford/AstraZeneca,1003657
South Korea,18/04/2021,Pfizer/BioNTech,578375
South Korea,19/04/2021,Johnson&Johnson,9537
South Korea,19/04/2021,Moderna,5791
South Korea,19/04/2021,Oxford/AstraZeneca,1047767
South Korea,19/04/2021,Pfizer/BioNTech,657356
South Korea,20/04/2021,Johnson&Johnson,9538
South Korea,20/04/2021,Moderna,5801
South Korea,20/04/2021,Oxford/AstraZeneca,1096944
South Korea,20/04/2021,Pfizer/BioNTech,739658
South Korea,21/04/2021,Johnson&Johnson,9549
South Korea,21/04/2021,Moderna,5811
South Korea,21/04/2021,Oxford/AstraZeneca,1145273
South Korea,21/04/2021,Pfizer/BioNTech,824180
South Korea,22/04/2021,Johnson&Johnson,9550
South Korea,22/04/2021,Moderna,5887
South Korea,22/04/2021,Oxford/AstraZeneca,1198961
South Korea,22/04/2021,Pfizer/BioNTech,921044
South Korea,23/04/2021,Johnson&Johnson,9557
South Korea,23/04/2021,Moderna,5902
South Korea,23/04/2021,Oxford/AstraZeneca,1282331
South Korea,23/04/2021,Pfizer/BioNTech,1017628
South Korea,24/04/2021,Johnson&Johnson,9557
South Korea,24/04/2021,Moderna,5902
South Korea,24/04/2021,Oxford/AstraZeneca,1316506
South Korea,24/04/2021,Pfizer/BioNTech,1054361
South Korea,25/04/2021,Johnson&Johnson,9557
South Korea,25/04/2021,Moderna,5902
South Korea,25/04/2021,Oxford/AstraZeneca,1317672
South Korea,25/04/2021,Pfizer/BioNTech,1059865
South Korea,26/04/2021,Johnson&Johnson,9562
South Korea,26/04/2021,Moderna,5906
South Korea,26/04/2021,Oxford/AstraZeneca,1375140
South Korea,26/04/2021,Pfizer/BioNTech,1166889
South Korea,27/04/2021,Johnson&Johnson,9565
South Korea,27/04/2021,Moderna,5910
South Korea,27/04/2021,Oxford/AstraZeneca,1448519
South Korea,27/04/2021,Pfizer/BioNTech,1292330
South Korea,28/04/2021,Johnson&Johnson,9566
South Korea,28/04/2021,Moderna,5917
South Korea,28/04/2021,Oxford/AstraZeneca,1549013
South Korea,28/04/2021,Pfizer/BioNTech,1444450
South Korea,29/04/2021,Johnson&Johnson,9567
South Korea,29/04/2021,Moderna,5921
South Korea,29/04/2021,Oxford/AstraZeneca,1670203
South Korea,29/04/2021,Pfizer/BioNTech,1615642
South Korea,30/04/2021,Johnson&Johnson,10357
South Korea,30/04/2021,Moderna,5932
South Korea,30/04/2021,Oxford/AstraZeneca,1812335
South Korea,30/04/2021,Pfizer/BioNTech,1780428
South Korea,01/05/2021,Johnson&Johnson,10438
South Korea,01/05/2021,Moderna,5935
South Korea,01/05/2021,Oxford/AstraZeneca,1836439
South Korea,01/05/2021,Pfizer/BioNTech,1804218
South Korea,02/05/2021,Johnson&Johnson,10438
South Korea,02/05/2021,Moderna,5937
South Korea,02/05/2021,Oxford/AstraZeneca,1836758
South Korea,02/05/2021,Pfizer/BioNTech,1805795
South Korea,03/05/2021,Johnson&Johnson,10969
South Korea,03/05/2021,Moderna,5943
South Korea,03/05/2021,Oxford/AstraZeneca,1887669
South Korea,03/05/2021,Pfizer/BioNTech,1871661
South Korea,04/05/2021,Johnson&Johnson,11370
South Korea,04/05/2021,Moderna,5947
South Korea,04/05/2021,Oxford/AstraZeneca,1932154
South Korea,04/05/2021,Pfizer/BioNTech,1933249
South Korea,05/05/2021,Johnson&Johnson,11445
South Korea,05/05/2021,Moderna,6088
South Korea,05/05/2021,Oxford/AstraZeneca,1932794
South Korea,05/05/2021,Pfizer/BioNTech,1963301
South Korea,06/05/2021,Johnson&Johnson,11782
South Korea,06/05/2021,Moderna,6090
South Korea,06/05/2021,Oxford/AstraZeneca,1979737
South Korea,06/05/2021,Pfizer/BioNTech,2047432
South Korea,07/05/2021,Johnson&Johnson,12066
South Korea,07/05/2021,Moderna,6092
South Korea,07/05/2021,Oxford/AstraZeneca,2018444
South Korea,07/05/2021,Pfizer/BioNTech,2133582
South Korea,08/05/2021,Johnson&Johnson,12066
South Korea,08/05/2021,Moderna,6095
South Korea,08/05/2021,Oxford/AstraZeneca,2027780
South Korea,08/05/2021,Pfizer/BioNTech,2163957
South Korea,09/05/2021,Johnson&Johnson,12066
South Korea,09/05/2021,Moderna,6098
South Korea,09/05/2021,Oxford/AstraZeneca,2027790
South Korea,09/05/2021,Pfizer/BioNTech,2168716
South Korea,10/05/2021,Johnson&Johnson,12274
South Korea,10/05/2021,Moderna,6105
South Korea,10/05/2021,Oxford/AstraZeneca,2034886
South Korea,10/05/2021,Pfizer/BioNTech,2252705
South Korea,11/05/2021,Johnson&Johnson,12438
South Korea,11/05/2021,Moderna,6114
South Korea,11/05/2021,Oxford/AstraZeneca,2039250
South Korea,11/05/2021,Pfizer/BioNTech,2337726
South Korea,12/05/2021,Johnson&Johnson,12547
South Korea,12/05/2021,Moderna,6223
South Korea,12/05/2021,Oxford/AstraZeneca,2042879
South Korea,12/05/2021,Pfizer/BioNTech,2423242
South Korea,13/05/2021,Johnson&Johnson,12723
South Korea,13/05/2021,Moderna,6232
South Korea,13/05/2021,Oxford/AstraZeneca,2046822
South Korea,13/05/2021,Pfizer/BioNTech,2506099
South Korea,14/05/2021,Johnson&Johnson,12863
South Korea,14/05/2021,Moderna,6239
South Korea,14/05/2021,Oxford/AstraZeneca,2054755
South Korea,14/05/2021,Pfizer/BioNTech,2589365
South Korea,15/05/2021,Johnson&Johnson,12863
South Korea,15/05/2021,Moderna,6248
South Korea,15/05/2021,Oxford/AstraZeneca,2055374
South Korea,15/05/2021,Pfizer/BioNTech,2620259
South Korea,16/05/2021,Johnson&Johnson,12864
South Korea,16/05/2021,Moderna,6255
South Korea,16/05/2021,Oxford/AstraZeneca,2055387
South Korea,16/05/2021,Pfizer/BioNTech,2625293
South Korea,17/05/2021,Johnson&Johnson,12937
South Korea,17/05/2021,Moderna,6262
South Korea,17/05/2021,Oxford/AstraZeneca,2074414
South Korea,17/05/2021,Pfizer/BioNTech,2720163
South Korea,18/05/2021,Johnson&Johnson,12987
South Korea,18/05/2021,Moderna,6269
South Korea,18/05/2021,Oxford/AstraZeneca,2118273
South Korea,18/05/2021,Pfizer/BioNTech,2830740
South Korea,19/05/2021,Johnson&Johnson,12990
South Korea,19/05/2021,Moderna,6286
South Korea,19/05/2021,Oxford/AstraZeneca,2119313
South Korea,19/05/2021,Pfizer/BioNTech,2924664
South Korea,20/05/2021,Johnson&Johnson,13065
South Korea,20/05/2021,Moderna,6294
South Korea,20/05/2021,Oxford/AstraZeneca,2190680
South Korea,20/05/2021,Pfizer/BioNTech,3076946
South Korea,21/05/2021,Johnson&Johnson,13193
South Korea,21/05/2021,Moderna,6305
South Korea,21/05/2021,Oxford/AstraZeneca,2283288
South Korea,21/05/2021,Pfizer/BioNTech,3224362
South Korea,22/05/2021,Johnson&Johnson,13194
South Korea,22/05/2021,Moderna,6313
South Korea,22/05/2021,Oxford/AstraZeneca,2300207
South Korea,22/05/2021,Pfizer/BioNTech,3248405
South Korea,23/05/2021,Johnson&Johnson,13194
South Korea,23/05/2021,Moderna,6320
South Korea,23/05/2021,Oxford/AstraZeneca,2300528
South Korea,23/05/2021,Pfizer/BioNTech,3251053
South Korea,24/05/2021,Johnson&Johnson,13284
South Korea,24/05/2021,Moderna,6323
South Korea,24/05/2021,Oxford/AstraZeneca,2362756
South Korea,24/05/2021,Pfizer/BioNTech,3365728
South Korea,25/05/2021,Johnson&Johnson,13355
South Korea,25/05/2021,Moderna,6331
South Korea,25/05/2021,Oxford/AstraZeneca,2425612
South Korea,25/05/2021,Pfizer/BioNTech,3474649
South Korea,26/05/2021,Johnson&Johnson,13421
South Korea,26/05/2021,Moderna,6352
South Korea,26/05/2021,Oxford/AstraZeneca,2482970
South Korea,26/05/2021,Pfizer/BioNTech,3572759
South Korea,27/05/2021,Johnson&Johnson,13542
South Korea,27/05/2021,Moderna,6357
South Korea,27/05/2021,Oxford/AstraZeneca,3106293
South Korea,27/05/2021,Pfizer/BioNTech,3666639
South Korea,28/05/2021,Johnson&Johnson,13545
South Korea,28/05/2021,Moderna,6370
South Korea,28/05/2021,Oxford/AstraZeneca,3628501
South Korea,28/05/2021,Pfizer/BioNTech,3754743
South Korea,29/05/2021,Johnson&Johnson,13545
South Korea,29/05/2021,Moderna,6386
South Korea,29/05/2021,Oxford/AstraZeneca,3784112
South Korea,29/05/2021,Pfizer/BioNTech,3772714
South Korea,30/05/2021,Johnson&Johnson,13545
South Korea,30/05/2021,Moderna,6395
South Korea,30/05/2021,Oxford/AstraZeneca,3788207
South Korea,30/05/2021,Pfizer/BioNTech,3773488
South Korea,31/05/2021,Johnson&Johnson,13546
South Korea,31/05/2021,Moderna,6399
South Korea,31/05/2021,Oxford/AstraZeneca,4092349
South Korea,31/05/2021,Pfizer/BioNTech,3883693
South Korea,01/06/2021,Johnson&Johnson,13563
South Korea,01/06/2021,Moderna,6506
South Korea,01/06/2021,Oxford/AstraZeneca,4574026
South Korea,01/06/2021,Pfizer/BioNTech,3996197
South Korea,02/06/2021,Johnson&Johnson,13579
South Korea,02/06/2021,Moderna,6506
South Korea,02/06/2021,Oxford/AstraZeneca,4871209
South Korea,02/06/2021,Pfizer/BioNTech,4104936
South Korea,03/06/2021,Johnson&Johnson,13601
South Korea,03/06/2021,Moderna,6863
South Korea,03/06/2021,Oxford/AstraZeneca,5141702
South Korea,03/06/2021,Pfizer/BioNTech,4204276
South Korea,04/06/2021,Johnson&Johnson,13670
South Korea,04/06/2021,Moderna,6874
South Korea,04/06/2021,Oxford/AstraZeneca,5450059
South Korea,04/06/2021,Pfizer/BioNTech,4295103
South Korea,05/06/2021,Johnson&Johnson,13670
South Korea,05/06/2021,Moderna,6875
South Korea,05/06/2021,Oxford/AstraZeneca,5568152
South Korea,05/06/2021,Pfizer/BioNTech,4319586
South Korea,06/06/2021,Johnson&Johnson,13670
South Korea,06/06/2021,Moderna,6876
South Korea,06/06/2021,Oxford/AstraZeneca,5570392
South Korea,06/06/2021,Pfizer/BioNTech,4320388
South Korea,07/06/2021,Johnson&Johnson,13694
South Korea,07/06/2021,Moderna,6881
South Korea,07/06/2021,Oxford/AstraZeneca,6332237
South Korea,07/06/2021,Pfizer/BioNTech,4474213
South Korea,08/06/2021,Johnson&Johnson,13702
South Korea,08/06/2021,Moderna,7005
South Korea,08/06/2021,Oxford/AstraZeneca,6959966
South Korea,08/06/2021,Pfizer/BioNTech,4619123
South Korea,09/06/2021,Johnson&Johnson,13726
South Korea,09/06/2021,Moderna,7029
South Korea,09/06/2021,Oxford/AstraZeneca,7449376
South Korea,09/06/2021,Pfizer/BioNTech,4748593
South Korea,10/06/2021,Johnson&Johnson,266518
South Korea,10/06/2021,Moderna,7211
South Korea,10/06/2021,Oxford/AstraZeneca,7885537
South Korea,10/06/2021,Pfizer/BioNTech,4862633
South Korea,11/06/2021,Johnson&Johnson,468667
South Korea,11/06/2021,Moderna,7214
South Korea,11/06/2021,Oxford/AstraZeneca,8439205
South Korea,11/06/2021,Pfizer/BioNTech,4969706
South Korea,12/06/2021,Johnson&Johnson,582900
South Korea,12/06/2021,Moderna,7216
South Korea,12/06/2021,Oxford/AstraZeneca,8697554
South Korea,12/06/2021,Pfizer/BioNTech,4991318
South Korea,13/06/2021,Johnson&Johnson,594673
South Korea,13/06/2021,Moderna,7221
South Korea,13/06/2021,Oxford/AstraZeneca,8713019
South Korea,13/06/2021,Pfizer/BioNTech,4992221
South Korea,14/06/2021,Johnson&Johnson,766662
South Korea,14/06/2021,Moderna,7226
South Korea,14/06/2021,Oxford/AstraZeneca,9294033
South Korea,14/06/2021,Pfizer/BioNTech,5095939
South Korea,15/06/2021,Johnson&Johnson,879104
South Korea,15/06/2021,Moderna,7237
South Korea,15/06/2021,Oxford/AstraZeneca,9802645
South Korea,15/06/2021,Pfizer/BioNTech,5219214
South Korea,16/06/2021,Johnson&Johnson,1056878
South Korea,16/06/2021,Moderna,7242
South Korea,16/06/2021,Oxford/AstraZeneca,10169756
South Korea,16/06/2021,Pfizer/BioNTech,5348255
South Korea,17/06/2021,Johnson&Johnson,1082672
South Korea,17/06/2021,Moderna,7275
South Korea,17/06/2021,Oxford/AstraZeneca,10555210
South Korea,17/06/2021,Pfizer/BioNTech,5484254
South Korea,18/06/2021,Johnson&Johnson,1113508
South Korea,18/06/2021,Moderna,7518
South Korea,18/06/2021,Oxford/AstraZeneca,11020961
South Korea,18/06/2021,Pfizer/BioNTech,5621934
South Korea,19/06/2021,Johnson&Johnson,1132550
South Korea,19/06/2021,Moderna,7525
South Korea,19/06/2021,Oxford/AstraZeneca,11211230
South Korea,19/06/2021,Pfizer/BioNTech,5646076
South Korea,20/06/2021,Johnson&Johnson,1132972
South Korea,20/06/2021,Moderna,7531
South Korea,20/06/2021,Oxford/AstraZeneca,11211265
South Korea,20/06/2021,Pfizer/BioNTech,5647005
South Korea,21/06/2021,Johnson&Johnson,1136159
South Korea,21/06/2021,Moderna,8119
South Korea,21/06/2021,Oxford/AstraZeneca,11228835
South Korea,21/06/2021,Pfizer/BioNTech,5787520
South Korea,22/06/2021,Johnson&Johnson,1138641
South Korea,22/06/2021,Moderna,9040
South Korea,22/06/2021,Oxford/AstraZeneca,11249644
South Korea,22/06/2021,Pfizer/BioNTech,5935171
South Korea,23/06/2021,Johnson&Johnson,1139734
South Korea,23/06/2021,Moderna,11953
South Korea,23/06/2021,Oxford/AstraZeneca,11268347
South Korea,23/06/2021,Pfizer/BioNTech,6075983
South Korea,24/06/2021,Johnson&Johnson,1140289
South Korea,24/06/2021,Moderna,15270
South Korea,24/06/2021,Oxford/AstraZeneca,11284887
South Korea,24/06/2021,Pfizer/BioNTech,6208737
South Korea,25/06/2021,Johnson&Johnson,1140710
South Korea,25/06/2021,Moderna,24961
South Korea,25/06/2021,Oxford/AstraZeneca,11301114
South Korea,25/06/2021,Pfizer/BioNTech,6342942
South Korea,26/06/2021,Johnson&Johnson,1140799
South Korea,26/06/2021,Moderna,25719
South Korea,26/06/2021,Oxford/AstraZeneca,11301792
South Korea,26/06/2021,Pfizer/BioNTech,6376272
South Korea,27/06/2021,Johnson&Johnson,1140805
South Korea,27/06/2021,Moderna,25722
South Korea,27/06/2021,Oxford/AstraZeneca,11301797
South Korea,27/06/2021,Pfizer/BioNTech,6377020
South Korea,28/06/2021,Johnson&Johnson,1141265
South Korea,28/06/2021,Moderna,30178
South Korea,28/06/2021,Oxford/AstraZeneca,11311557
South Korea,28/06/2021,Pfizer/BioNTech,6519879
South Korea,29/06/2021,Johnson&Johnson,1141937
South Korea,29/06/2021,Moderna,38312
South Korea,29/06/2021,Oxford/AstraZeneca,11325323
South Korea,29/06/2021,Pfizer/BioNTech,6658581
South Korea,30/06/2021,Johnson&Johnson,1142675
South Korea,30/06/2021,Moderna,43760
South Korea,30/06/2021,Oxford/AstraZeneca,11338726
South Korea,30/06/2021,Pfizer/BioNTech,6790211
South Korea,01/07/2021,Johnson&Johnson,1143242
South Korea,01/07/2021,Moderna,44925
South Korea,01/07/2021,Oxford/AstraZeneca,11355778
South Korea,01/07/2021,Pfizer/BioNTech,6896252
South Korea,02/07/2021,Johnson&Johnson,1143594
South Korea,02/07/2021,Moderna,46411
South Korea,02/07/2021,Oxford/AstraZeneca,11379000
South Korea,02/07/2021,Pfizer/BioNTech,6996894
South Korea,03/07/2021,Johnson&Johnson,1143810
South Korea,03/07/2021,Moderna,47295
South Korea,03/07/2021,Oxford/AstraZeneca,11379794
South Korea,03/07/2021,Pfizer/BioNTech,7013338
South Korea,04/07/2021,Johnson&Johnson,1143810
South Korea,04/07/2021,Moderna,47298
South Korea,04/07/2021,Oxford/AstraZeneca,11379797
South Korea,04/07/2021,Pfizer/BioNTech,7013998
South Korea,05/07/2021,Johnson&Johnson,1143810
South Korea,05/07/2021,Moderna,50396
South Korea,05/07/2021,Oxford/AstraZeneca,11417357
South Korea,05/07/2021,Pfizer/BioNTech,7104479
South Korea,06/07/2021,Johnson&Johnson,1143811
South Korea,06/07/2021,Moderna,54751
South Korea,06/07/2021,Oxford/AstraZeneca,11460433
South Korea,06/07/2021,Pfizer/BioNTech,7186448
South Korea,07/07/2021,Johnson&Johnson,1143813
South Korea,07/07/2021,Moderna,58800
South Korea,07/07/2021,Oxford/AstraZeneca,11504119
South Korea,07/07/2021,Pfizer/BioNTech,7263337
South Korea,08/07/2021,Johnson&Johnson,1143814
South Korea,08/07/2021,Moderna,63706
South Korea,08/07/2021,Oxford/AstraZeneca,11556674
South Korea,08/07/2021,Pfizer/BioNTech,7350398
South Korea,09/07/2021,Johnson&Johnson,1143814
South Korea,09/07/2021,Moderna,70359
South Korea,09/07/2021,Oxford/AstraZeneca,11641532
South Korea,09/07/2021,Pfizer/BioNTech,7466050
South Korea,10/07/2021,Johnson&Johnson,1143814
South Korea,10/07/2021,Moderna,70376
South Korea,10/07/2021,Oxford/AstraZeneca,11673127
South Korea,10/07/2021,Pfizer/BioNTech,7486781
South Korea,11/07/2021,Johnson&Johnson,1143814
South Korea,11/07/2021,Moderna,70383
South Korea,11/07/2021,Oxford/AstraZeneca,11674086
South Korea,11/07/2021,Pfizer/BioNTech,7487444
South Korea,12/07/2021,Johnson&Johnson,1143815
South Korea,12/07/2021,Moderna,70442
South Korea,12/07/2021,Oxford/AstraZeneca,11728030
South Korea,12/07/2021,Pfizer/BioNTech,7558612
South Korea,13/07/2021,Johnson&Johnson,1143817
South Korea,13/07/2021,Moderna,70615
South Korea,13/07/2021,Oxford/AstraZeneca,11796150
South Korea,13/07/2021,Pfizer/BioNTech,7708622
South Korea,14/07/2021,Johnson&Johnson,1143827
South Korea,14/07/2021,Moderna,71332
South Korea,14/07/2021,Oxford/AstraZeneca,11880958
South Korea,14/07/2021,Pfizer/BioNTech,7857791
South Korea,15/07/2021,Johnson&Johnson,1143828
South Korea,15/07/2021,Moderna,71371
South Korea,15/07/2021,Oxford/AstraZeneca,11984348
South Korea,15/07/2021,Pfizer/BioNTech,8020137
South Korea,16/07/2021,Johnson&Johnson,1143828
South Korea,16/07/2021,Moderna,71651
South Korea,16/07/2021,Oxford/AstraZeneca,12111983
South Korea,16/07/2021,Pfizer/BioNTech,8211399
South Korea,17/07/2021,Johnson&Johnson,1143828
South Korea,17/07/2021,Moderna,71655
South Korea,17/07/2021,Oxford/AstraZeneca,12139111
South Korea,17/07/2021,Pfizer/BioNTech,8255574
South Korea,18/07/2021,Johnson&Johnson,1143828
South Korea,18/07/2021,Moderna,71661
South Korea,18/07/2021,Oxford/AstraZeneca,12139595
South Korea,18/07/2021,Pfizer/BioNTech,8258043
South Korea,19/07/2021,Johnson&Johnson,1143828
South Korea,19/07/2021,Moderna,72124
South Korea,19/07/2021,Oxford/AstraZeneca,12201327
South Korea,19/07/2021,Pfizer/BioNTech,8427480
South Korea,20/07/2021,Johnson&Johnson,1143828
South Korea,20/07/2021,Moderna,73190
South Korea,20/07/2021,Oxford/AstraZeneca,12255038
South Korea,20/07/2021,Pfizer/BioNTech,8584940
South Korea,21/07/2021,Johnson&Johnson,1143828
South Korea,21/07/2021,Moderna,75703
South Korea,21/07/2021,Oxford/AstraZeneca,12284018
South Korea,21/07/2021,Pfizer/BioNTech,8732554
South Korea,22/07/2021,Johnson&Johnson,1143828
South Korea,22/07/2021,Moderna,77589
South Korea,22/07/2021,Oxford/AstraZeneca,12339753
South Korea,22/07/2021,Pfizer/BioNTech,8875364
South Korea,23/07/2021,Johnson&Johnson,1143828
South Korea,23/07/2021,Moderna,86371
South Korea,23/07/2021,Oxford/AstraZeneca,12387673
South Korea,23/07/2021,Pfizer/BioNTech,9025171
South Korea,24/07/2021,Johnson&Johnson,1143828
South Korea,24/07/2021,Moderna,87101
South Korea,24/07/2021,Oxford/AstraZeneca,12397671
South Korea,24/07/2021,Pfizer/BioNTech,9054859
South Korea,25/07/2021,Johnson&Johnson,1143828
South Korea,25/07/2021,Moderna,87103
South Korea,25/07/2021,Oxford/AstraZeneca,12397739
South Korea,25/07/2021,Pfizer/BioNTech,9056479
South Korea,26/07/2021,Johnson&Johnson,1143828
South Korea,26/07/2021,Moderna,367739
South Korea,26/07/2021,Oxford/AstraZeneca,12411285
South Korea,26/07/2021,Pfizer/BioNTech,9446504
South Korea,27/07/2021,Johnson&Johnson,1143828
South Korea,27/07/2021,Moderna,517561
South Korea,27/07/2021,Oxford/AstraZeneca,12421191
South Korea,27/07/2021,Pfizer/BioNTech,9717586
South Korea,28/07/2021,Johnson&Johnson,1143828
South Korea,28/07/2021,Moderna,616353
South Korea,28/07/2021,Oxford/AstraZeneca,12428203
South Korea,28/07/2021,Pfizer/BioNTech,10134624
South Korea,29/07/2021,Johnson&Johnson,1143828
South Korea,29/07/2021,Moderna,703483
South Korea,29/07/2021,Oxford/AstraZeneca,12438444
South Korea,29/07/2021,Pfizer/BioNTech,10428321
South Korea,30/07/2021,Johnson&Johnson,1143828
South Korea,30/07/2021,Moderna,827479
South Korea,30/07/2021,Oxford/AstraZeneca,12446137
South Korea,30/07/2021,Pfizer/BioNTech,10854157
South Korea,31/07/2021,Johnson&Johnson,1143828
South Korea,31/07/2021,Moderna,897169
South Korea,31/07/2021,Oxford/AstraZeneca,12446642
South Korea,31/07/2021,Pfizer/BioNTech,11013174
South Korea,01/08/2021,Johnson&Johnson,1143828
South Korea,01/08/2021,Moderna,905475
South Korea,01/08/2021,Oxford/AstraZeneca,12446658
South Korea,01/08/2021,Pfizer/BioNTech,11033371
South Korea,02/08/2021,Johnson&Johnson,1143828
South Korea,02/08/2021,Moderna,922267
South Korea,02/08/2021,Oxford/AstraZeneca,12451468
South Korea,02/08/2021,Pfizer/BioNTech,11525291
South Korea,03/08/2021,Johnson&Johnson,1143828
South Korea,03/08/2021,Moderna,933226
South Korea,03/08/2021,Oxford/AstraZeneca,12458018
South Korea,03/08/2021,Pfizer/BioNTech,11835661
South Korea,04/08/2021,Johnson&Johnson,1143828
South Korea,04/08/2021,Moderna,942152
South Korea,04/08/2021,Oxford/AstraZeneca,12464095
South Korea,04/08/2021,Pfizer/BioNTech,12097273
South Korea,05/08/2021,Johnson&Johnson,1143828
South Korea,05/08/2021,Moderna,952084
South Korea,05/08/2021,Oxford/AstraZeneca,12484114
South Korea,05/08/2021,Pfizer/BioNTech,12388213
South Korea,06/08/2021,Johnson&Johnson,1143828
South Korea,06/08/2021,Moderna,967194
South Korea,06/08/2021,Oxford/AstraZeneca,12504280
South Korea,06/08/2021,Pfizer/BioNTech,12765485
South Korea,07/08/2021,Johnson&Johnson,1143828
South Korea,07/08/2021,Moderna,970520
South Korea,07/08/2021,Oxford/AstraZeneca,12507054
South Korea,07/08/2021,Pfizer/BioNTech,12917182
South Korea,08/08/2021,Johnson&Johnson,1143828
South Korea,08/08/2021,Moderna,970788
South Korea,08/08/2021,Oxford/AstraZeneca,12507550
South Korea,08/08/2021,Pfizer/BioNTech,12946419
South Korea,09/08/2021,Johnson&Johnson,1143828
South Korea,09/08/2021,Moderna,985835
South Korea,09/08/2021,Oxford/AstraZeneca,12588903
South Korea,09/08/2021,Pfizer/BioNTech,13461409
South Korea,10/08/2021,Johnson&Johnson,1143828
South Korea,10/08/2021,Moderna,995394
South Korea,10/08/2021,Oxford/AstraZeneca,12651623
South Korea,10/08/2021,Pfizer/BioNTech,13822506
South Korea,11/08/2021,Johnson&Johnson,1143828
South Korea,11/08/2021,Moderna,1002672
South Korea,11/08/2021,Oxford/AstraZeneca,12707185
South Korea,11/08/2021,Pfizer/BioNTech,14101646
South Korea,12/08/2021,Johnson&Johnson,1143828
South Korea,12/08/2021,Moderna,1007025
South Korea,12/08/2021,Oxford/AstraZeneca,13315268
South Korea,12/08/2021,Pfizer/BioNTech,14365750
South Korea,13/08/2021,Johnson&Johnson,1143828
South Korea,13/08/2021,Moderna,1014203
South Korea,13/08/2021,Oxford/AstraZeneca,13830237
South Korea,13/08/2021,Pfizer/BioNTech,14708788
South Korea,14/08/2021,Johnson&Johnson,1143828
South Korea,14/08/2021,Moderna,1017377
South Korea,14/08/2021,Oxford/AstraZeneca,14000787
South Korea,14/08/2021,Pfizer/BioNTech,14861133
South Korea,15/08/2021,Johnson&Johnson,1143828
South Korea,15/08/2021,Moderna,1017413
South Korea,15/08/2021,Oxford/AstraZeneca,14005586
South Korea,15/08/2021,Pfizer/BioNTech,14880402
South Korea,16/08/2021,Johnson&Johnson,1143828
South Korea,16/08/2021,Moderna,1331250
South Korea,16/08/2021,Oxford/AstraZeneca,14258764
South Korea,16/08/2021,Pfizer/BioNTech,15242366
South Korea,17/08/2021,Johnson&Johnson,1143828
South Korea,17/08/2021,Moderna,1596047
South Korea,17/08/2021,Oxford/AstraZeneca,14753500
South Korea,17/08/2021,Pfizer/BioNTech,15705105
South Korea,18/08/2021,Johnson&Johnson,1143828
South Korea,18/08/2021,Moderna,1770695
South Korea,18/08/2021,Oxford/AstraZeneca,15084721
South Korea,18/08/2021,Pfizer/BioNTech,16043862
South Korea,19/08/2021,Johnson&Johnson,1143828
South Korea,19/08/2021,Moderna,1949845
South Korea,19/08/2021,Oxford/AstraZeneca,15392418
South Korea,19/08/2021,Pfizer/BioNTech,16356465
South Korea,20/08/2021,Johnson&Johnson,1143828
South Korea,20/08/2021,Moderna,2204165
South Korea,20/08/2021,Oxford/AstraZeneca,15743991
South Korea,20/08/2021,Pfizer/BioNTech,16775536
South Korea,21/08/2021,Johnson&Johnson,1143828
South Korea,21/08/2021,Moderna,2355477
South Korea,21/08/2021,Oxford/AstraZeneca,15882288
South Korea,21/08/2021,Pfizer/BioNTech,16974864
South Korea,22/08/2021,Johnson&Johnson,1143828
South Korea,22/08/2021,Moderna,2368579
South Korea,22/08/2021,Oxford/AstraZeneca,15885187
South Korea,22/08/2021,Pfizer/BioNTech,17001410
South Korea,23/08/2021,Johnson&Johnson,1148266
South Korea,23/08/2021,Moderna,2377353
South Korea,23/08/2021,Oxford/AstraZeneca,16633056
South Korea,23/08/2021,Pfizer/BioNTech,17343637
South Korea,24/08/2021,Johnson&Johnson,1157610
South Korea,24/08/2021,Moderna,2387690
South Korea,24/08/2021,Oxford/AstraZeneca,17259256
